Fund Custody Code;External Fund Identifier;PTG Name;Trade Date;Settlement Date;Maturity Date;Transaction ID;Fund Manager Reference;Transaction Type;Transaction Description;Reversal Flag;Security Name;Collateral Counterparty Name;ISIN Code;Security Description;Quantity;Currency;Price;Gross Amount;Interest;Brokerage;Tax;Expenses;Net Amount;Buy Currency;Purchase Amount;Sell Currency;Sold Amount;FX Rate;Deposit Amount;Deposit Rate;No. of Days;Collateral Counterparty BIC Code;Fund Manager BIC Code;Bloomberg Code
16265;16148Z5908260COLIN;INFRAST OPP COLLECTION COLLATERAL;16/05/2017;17/05/2017;;016265EE00020000;SWBC 4422599-3342052;EE;CASH DIRECT ENTRY;N;;RBC INVESTOR SERVICES BANK S.A.;;;0;EUR;0;0;0;0;0;0;550000;;0;;0;0;0;0;0;FETALULL;;
16264;16147Z5908260COLIN;CONV STRATEGY COLLECT COLLATERAL;16/05/2017;17/05/2017;;016264EE00021000;SWBC 4422574-3342047;EE;CASH DIRECT ENTRY;N;;RBC INVESTOR SERVICES BANK S.A.;;;0;EUR;0;0;0;0;0;0;1440000;;0;;0;0;0;0;0;FETALULL;;
15219;15159Z5908260COLIN;MEDIO M STANLEY GBL SLTN COLLATERAL;16/05/2017;17/05/2017;;015219EE00019000;SWBC 4422603-3342054;EE;CASH DIRECT ENTRY;N;;RBC INVESTOR SERVICES BANK S.A.;;;0;EUR;0;0;0;0;0;0;610000;;0;;0;0;0;0;0;FETALULL;;
15212;15168Z5908260COLIN;US COLLECTION COLLATERAL;16/05/2017;17/05/2017;;015212EE00014000;SWBC 4422610-3342056;EE;CASH DIRECT ENTRY;N;;RBC INVESTOR SERVICES BANK S.A.;;;0;EUR;0;0;0;0;0;0;460000;;0;;0;0;0;0;0;FETALULL;;
15224;19052Z5908260COLIN;CHALLENGE INT BOND FD COLLATERAL;16/05/2017;17/05/2017;;015224EE00018000;SWBC 4422645-3342058;EE;CASH DIRECT ENTRY;N;;RBC INVESTOR SERVICES BANK S.A.;;;0;EUR;0;0;0;0;0;0;720000;;0;;0;0;0;0;0;FETALULL;;
15222;19051Z5908260COLIN;CHALLENGE INT INCOME FD COLLATERAL;16/05/2017;17/05/2017;;015222EE00019000;SWBC 4422649-3342059;EE;CASH DIRECT ENTRY;N;;RBC INVESTOR SERVICES BANK S.A.;;;0;EUR;0;0;0;0;0;0;720000;;0;;0;0;0;0;0;FETALULL;;
15223;19050Z5908260COLIN;CHALLENGE INTL EQUITY COLLATERAL;16/05/2017;17/05/2017;;015223EE00013000;SWBC 4422613-3342057;EE;CASH DIRECT ENTRY;N;;RBC INVESTOR SERVICES BANK S.A.;;;0;EUR;0;0;0;0;0;0;290000;;0;;0;0;0;0;0;FETALULL;;
15221;15156Z5908260COLIN;COUPON STRAT COLLECTION COLLATERAL;16/05/2017;17/05/2017;;015221EE00026000;SWBC 4422580-3342048;EE;CASH DIRECT ENTRY;N;;RBC INVESTOR SERVICES BANK S.A.;;;0;EUR;0;0;0;0;0;0;6660000;;0;;0;0;0;0;0;FETALULL;;
17550;17169Z5970552COLIN;MEDIO PIMCO INFL/14018/UBS/COL OTC;17/05/2017;17/05/2017;;017550EE00028000;SWBC 000700700012805;EE;CASH DIRECT ENTRY;N;;UBS AG LONDON BRANCH;;;0;EUR;0;0;0;0;0;0;300000;;0;;0;0;0;0;0;UBSWGB55;;
15363;15266Z5908260COLIN;MEDIO NEW OPPORT. COLLECTION COLL;16/05/2017;17/05/2017;;015363EE00014000;SWBC 4422608-3342055;EE;CASH DIRECT ENTRY;N;;RBC INVESTOR SERVICES BANK S.A.;;;0;EUR;0;0;0;0;0;0;540000;;0;;0;0;0;0;0;FETALULL;;
19839;19049Z5908260COLIN;CHAL ENERGY FUND MAML -COLLAT JPM;16/05/2017;16/05/2017;;019839EE00001000;SWBC 4422655-3342063;EE;CASH DIRECT ENTRY;N;;JPMORGAN CHASE BANK N.A.;;;0;EUR;0;0;0;0;0;0;260000;;0;;0;0;0;0;0;CHASGB2L;;
19071;18438Z5908260COLIN;EUROPEAN COUPON STRATEGY COLLECTIONCOLLATERAL A/C;16/05/2017;17/05/2017;;019071EE00002000;SWBC 4422592-3342050;EE;CASH DIRECT ENTRY;N;;;;;0;EUR;0;0;0;0;0;0;280000;;0;;0;0;0;0;0;;;
20224;19050Z5908260COLIN;CHALLENGE INTL EQY COLLAT-MSI;17/05/2017;17/05/2017;;020224EE00003000;SWBC 4424237-3343628;EE;CASH DIRECT ENTRY;N;;MORGAN STANLEY AND CO. INTL PLC;;;0;EUR;0;0;0;0;0;0;140000;;0;;0;0;0;0;0;MSLNGB2X;;
19805;19045Z5908260COLIN;CH COUNTER CYCLICAL MAML-COLL-MSI;17/05/2017;17/05/2017;;019805EE00002000;SWBC 4424234-3343627;EE;CASH DIRECT ENTRY;N;;MORGAN STANLEY AND CO. INTL PLC;;;0;EUR;0;0;0;0;0;0;130000;;0;;0;0;0;0;0;MSLNGB2X;;
19535;15168Z5908260COLIN;US COLLECTION - COLLATERAL - MSI;17/05/2017;17/05/2017;;019535EE00001000;SWBC 4424231-3343626;EE;CASH DIRECT ENTRY;N;;MERRILL LYNCH INTERNATIONAL;;;0;EUR;0;0;0;0;0;0;140000;;0;;0;0;0;0;0;MLILGB3L;;
19643;15156Z5908260COLIN;COUPON STRATEGY COLLECT-COLLAT-MSI;17/05/2017;17/05/2017;;019643EE00007000;SWBC 4424210-3343624;EE;CASH DIRECT ENTRY;N;;MORGAN STANLEY AND CO. INTL PLC;;;0;EUR;0;0;0;0;0;0;220000;;0;;0;0;0;0;0;MSLNGB2X;;
15220;15157Z5908260COLIN;MEDIO DWS MEGATREND SLTN COLLATERAL;16/05/2017;17/05/2017;;015220EE00012000;SWBC 4422585-3342049;EE;CASH DIRECT ENTRY;N;;RBC INVESTOR SERVICES BANK S.A.;;;0;EUR;0;0;0;0;0;0;500000;;0;;0;0;0;0;0;FETALULL;;
15210;15167Z5908260COLIN;GLOBAL HIGH YIELD COLLATERAL;16/05/2017;17/05/2017;;015210EE00027000;SWBC 4422596-3342051;EE;CASH DIRECT ENTRY;N;;RBC INVESTOR SERVICES BANK S.A.;;;0;EUR;0;0;0;0;0;0;7570000;;0;;0;0;0;0;0;FETALULL;;
15217;15161Z5908260COLIN;MED BLACKROCK GLBL SLTN COLLATERAL;16/05/2017;17/05/2017;;015217EE00020000;SWBC 4422567-3342046;EE;CASH DIRECT ENTRY;N;;RBC INVESTOR SERVICES BANK S.A.;;;0;EUR;0;0;0;0;0;0;510000;;0;;0;0;0;0;0;FETALULL;;
19571;15164Z5908260COLIN;GLOBAL TECH COLLECT - COLL - MSI;08/05/2017;08/05/2017;;019571EE00001000;;EE;CASH DIRECT ENTRY;N;;MORGAN STANLEY AND CO. INTL PLC;;;0;EUR;0;0;0;0;0;0;90000;;0;;0;0;0;0;0;MSLNGB2X;;
18077;17169Z5921873COLIN;EQUILIBRIUM/18008/MSTANLEY/COL OTC;17/05/2017;17/05/2017;;018077EE00115000;GT5YIVJ2T1TS7B;EE;CASH DIRECT ENTRY;N;;MORGAN STANLEY AND CO. INTL PLC;;;0;EUR;0;0;0;0;0;0;1910000;;0;;0;0;0;0;0;MSLNGB2X;;
15089;15030Z8719429COLOUT;NEW OPPORTUNITIES COLLECTION;16/05/2017;17/05/2017;;015089TP00214000;SWCC 4421927-3341329;TP;CASH TRANSFER BETWEEN PORTFOLIOS;N;;MERRILL LYNCH INTERNATIONAL;;;0;EUR;0;0;0;0;0;0;260000;;0;;0;0;0;0;0;MLILGB2A;;
14018;13883Z5970552COLOUT;MEDIO PIMCO INFLATION STRAT SLTN;17/05/2017;18/05/2017;;014018TP00602000;SWCC 000700700012806;TP;CASH TRANSFER BETWEEN PORTFOLIOS;N;;CITIBANK NA;;;0;EUR;0;0;0;0;0;0;450000;;0;;0;0;0;0;0;CITIGB2L;;
17993;17634Z5908260COLIN;EQUILIBRIUM COLLATERAL;17/05/2017;18/05/2017;;017993EE00010000;;EE;CASH DIRECT ENTRY;N;;;;;0;EUR;0;0;0;0;0;0;510000;;0;;0;0;0;0;0;;;
19697;16148Z5908260COLIN;INFRASTRUCTURE OPP COLL  MSI;18/05/2017;18/05/2017;;019697EE00002000;SWBC 4425629-3344965;EE;CASH DIRECT ENTRY;N;;MORGAN STANLEY AND CO. INTL PLC;;;0;EUR;0;0;0;0;0;0;120000;;0;;0;0;0;0;0;MSLNGB2X;;
18077;17169Z5921873COLIN;EQUILIBRIUM/18008/MSTANLEY/COL OTC;18/05/2017;18/05/2017;;018077EE00116000;GT5YIVJ2UGS21E;EE;CASH DIRECT ENTRY;N;;MORGAN STANLEY AND CO. INTL PLC;;;0;EUR;0;0;0;0;0;0;870000;;0;;0;0;0;0;0;MSLNGB2X;;
17542;17169Z5970552COLIN;MEDIO PIMCO INFL/14018/GOLD/COL OTC;17/05/2017;18/05/2017;;017542EE00012000;SWBC 000700700012809;EE;CASH DIRECT ENTRY;Y;;GOLDMAN SACHS INTERNATIONAL;;;0;EUR;0;0;0;0;0;0;-260000;;0;;0;0;0;0;0;GSILGB2X;;
19281;15167Z8714486COLIN;GLOBAL HG YD/19162CITIBANK/COL OTC;18/05/2017;18/05/2017;;019281SE00013000;INTEREST ON CASH COLLATERAL;SE;CASH WITHDRAWAL;N;;CITIGROUP GLOBAL MARKETS LIMITED;;;0;USD;0;0;0;0;0;0;-145.83;;0;;0;0;0;0;0;SBILGB2L;PRUIUS3F;
16457;16330Z5908260COLIN;SOCIALLY RESPONSIBLE COLLECTION COL;17/05/2017;18/05/2017;;016457EE00005000;SWBC 4424508-3343965;EE;CASH DIRECT ENTRY;N;;;;;0;EUR;0;0;0;0;0;0;450000;;0;;0;0;0;0;0;;;
15205;15117Z5950206COLIN;AGGRESSIVE PLUS FUND COLLATERAL;17/05/2017;18/05/2017;;015205EE00001000;SWBC 4424571-3343975;EE;CASH DIRECT ENTRY;N;;RBC IS LUXEMBOURG BANK SA;;;0;EUR;0;0;0;0;0;0;260000;;0;;0;0;0;0;0;FETALULLISV;;
19793;19044Z5908260COLIN;CH SOLIDITY & RETURN FUND-COLL-GSI;18/05/2017;19/05/2017;;019793EE00013000;SWBC 4426284-3345541;EE;CASH DIRECT ENTRY;N;;GOLDMAN SACHS INTERNATIONAL;;;0;EUR;0;0;0;0;0;0;630000;;0;;0;0;0;0;0;GSILGB2X;;
20226;19055Z5908260COLIN;CHALLENGE PACIFIC EQUITY COLLAT-MSI;18/05/2017;18/05/2017;;020226EE00003000;SWBC 4425661-3344967;EE;CASH DIRECT ENTRY;N;;MORGAN STANLEY AND CO. INTL PLC;;;0;EUR;0;0;0;0;0;0;130000;;0;;0;0;0;0;0;MSLNGB2X;;
20225;19053Z5908260COLIN;CHALLENGE NORTH AMER EQY COLLAT-MSI;18/05/2017;18/05/2017;;020225EE00008000;SWBC 4425631-3344966;EE;CASH DIRECT ENTRY;N;;MORGAN STANLEY AND CO. INTL PLC;;;0;EUR;0;0;0;0;0;0;140000;;0;;0;0;0;0;0;MSLNGB2X;;
19066;18439Z5908260COLIN;US COUPON STRATEGY COLLECTIONCOLLATERAL A/C;17/05/2017;18/05/2017;;019066EE00013000;SWBC 4424517-3343967;EE;CASH DIRECT ENTRY;N;;;;;0;EUR;0;0;0;0;0;0;530000;;0;;0;0;0;0;0;;;
19061;18437Z5908260COLIN;MEDIOLANUM FIDELITY ASIAN COUPONSELECTION COLLATERAL A/C;18/05/2017;18/05/2017;;019061EE00011000;SWBC 4424395-3343882;EE;CASH DIRECT ENTRY;N;;;;;0;EUR;0;0;0;0;0;0;440000;;0;;0;0;0;0;0;;;
16265;16148Z5908260COLIN;INFRAST OPP COLLECTION COLLATERAL;18/05/2017;18/05/2017;;016265EE00021000;SWBC 4424467-3343885;EE;CASH DIRECT ENTRY;N;;RBC INVESTOR SERVICES BANK S.A.;;;0;EUR;0;0;0;0;0;0;1210000;;0;;0;0;0;0;0;FETALULL;;
16264;16147Z5908260COLIN;CONV STRATEGY COLLECT COLLATERAL;18/05/2017;18/05/2017;;016264EE00022000;SWBC 4424373-3343874;EE;CASH DIRECT ENTRY;N;;RBC INVESTOR SERVICES BANK S.A.;;;0;EUR;0;0;0;0;0;0;2530000;;0;;0;0;0;0;0;FETALULL;;
15363;15266Z5908260COLIN;MEDIO NEW OPPORT. COLLECTION COLL;17/05/2017;18/05/2017;;015363EE00015000;SWBC 4424497-3343963;EE;CASH DIRECT ENTRY;N;;RBC INVESTOR SERVICES BANK S.A.;;;0;EUR;0;0;0;0;0;0;550000;;0;;0;0;0;0;0;FETALULL;;
15225;19053Z5908260COLIN;CHALLENGE NORTH AMERICA COLLATERAL;17/05/2017;18/05/2017;;015225EE00009000;SWBC 4424552-3343972;EE;CASH DIRECT ENTRY;N;;RBC INVESTOR SERVICES BANK S.A.;;;0;EUR;0;0;0;0;0;0;420000;;0;;0;0;0;0;0;FETALULL;;
15222;19051Z5908260COLIN;CHALLENGE INT INCOME FD COLLATERAL;17/05/2017;18/05/2017;;015222EE00020000;SWBC 4434546-3343971;EE;CASH DIRECT ENTRY;N;;RBC INVESTOR SERVICES BANK S.A.;;;0;EUR;0;0;0;0;0;0;1210000;;0;;0;0;0;0;0;FETALULL;;
15219;15159Z5908260COLIN;MEDIO M STANLEY GBL SLTN COLLATERAL;18/05/2017;18/05/2017;;015219EE00020000;SWBC 4424495-3343887;EE;CASH DIRECT ENTRY;N;;RBC INVESTOR SERVICES BANK S.A.;;;0;EUR;0;0;0;0;0;0;1270000;;0;;0;0;0;0;0;FETALULL;;
15215;15164Z5908260COLIN;GLOBAL TECH COLLECTION COLLATERAL;18/05/2017;18/05/2017;;015215EE00005000;SWBC 4424400-3343883;EE;CASH DIRECT ENTRY;N;;RBC INVESTOR SERVICES BANK S.A.;;;0;EUR;0;0;0;0;0;0;380000;;0;;0;0;0;0;0;FETALULL;;
15220;15157Z5908260COLIN;MEDIO DWS MEGATREND SLTN COLLATERAL;17/05/2017;18/05/2017;;015220EE00013000;SWBC 4424386-3343877;EE;CASH DIRECT ENTRY;N;;RBC INVESTOR SERVICES BANK S.A.;;;0;EUR;0;0;0;0;0;0;480000;;0;;0;0;0;0;0;FETALULL;;
15218;15160Z5908260COLIN;MED JP MORGAN GLBL SLTN COLLATERAL;18/05/2017;18/05/2017;;015218EE00018000;SWBC 4424490-3343886;EE;CASH DIRECT ENTRY;N;;RBC INVESTOR SERVICES BANK S.A.;;;0;EUR;0;0;0;0;0;0;980000;;0;;0;0;0;0;0;FETALULL;;
15211;15162Z5908260COLIN;EQUITY POWER COUPON COLLECT COLLAT;18/05/2017;18/05/2017;;015211EE00008000;SWBC 4424388-3343879;EE;CASH DIRECT ENTRY;N;;RBC INVESTOR SERVICES BANK S.A.;;;0;EUR;0;0;0;0;0;0;460000;;0;;0;0;0;0;0;FETALULL;;
15217;15161Z5908260COLIN;MED BLACKROCK GLBL SLTN COLLATERAL;18/05/2017;18/05/2017;;015217EE00021000;SWBC 4424371-3343873;EE;CASH DIRECT ENTRY;N;;RBC INVESTOR SERVICES BANK S.A.;;;0;EUR;0;0;0;0;0;0;950000;;0;;0;0;0;0;0;FETALULL;;
15214;15165Z5908260COLIN;EUROPEAN COLLECTION COLLATERAL;17/05/2017;18/05/2017;;015214EE00013000;SWBC 4424393-3343881;EE;CASH DIRECT ENTRY;N;;RBC INVESTOR SERVICES BANK S.A.;;;0;EUR;0;0;0;0;0;0;670000;;0;;0;0;0;0;0;FETALULL;;
15210;15167Z5908260COLIN;GLOBAL HIGH YIELD COLLATERAL;18/05/2017;18/05/2017;;015210EE00028000;SWBC 4424448-3343884;EE;CASH DIRECT ENTRY;N;;RBC INVESTOR SERVICES BANK S.A.;;;0;EUR;0;0;0;0;0;0;15560000;;0;;0;0;0;0;0;FETALULL;;
15221;15156Z5908260COLIN;COUPON STRAT COLLECTION COLLATERAL;18/05/2017;18/05/2017;;015221EE00027000;SWBC 4424384-3343876;EE;CASH DIRECT ENTRY;N;;RBC INVESTOR SERVICES BANK S.A.;;;0;EUR;0;0;0;0;0;0;14430000;;0;;0;0;0;0;0;FETALULL;;
15216;15163Z5908260COLIN;DYNAMIC COLLECTION COLLATERAL;18/05/2017;18/05/2017;;015216EE00005000;SWBC 4424387-3343878;EE;CASH DIRECT ENTRY;N;;RBC INVESTOR SERVICES BANK S.A.;;;0;EUR;0;0;0;0;0;0;320000;;0;;0;0;0;0;0;FETALULL;;
15212;15168Z5908260COLIN;US COLLECTION COLLATERAL;17/05/2017;18/05/2017;;015212EE00015000;SWBC 4424515-3343966;EE;CASH DIRECT ENTRY;N;;RBC INVESTOR SERVICES BANK S.A.;;;0;EUR;0;0;0;0;0;0;480000;;0;;0;0;0;0;0;FETALULL;;
15209;15158Z5908260COLIN;PREMIUM COUPON COLLECTION COLATERAL;17/05/2017;18/05/2017;;015209EE00008000;SWBC 4424503-3343964;EE;CASH DIRECT ENTRY;N;;RBC INVESTOR SERVICES BANK S.A.;;;0;EUR;0;0;0;0;0;0;390000;;0;;0;0;0;0;0;FETALULL;;
15223;19050Z5908260COLIN;CHALLENGE INTL EQUITY COLLATERAL;17/05/2017;18/05/2017;;015223EE00014000;SWBC 14424538-3343969;EE;CASH DIRECT ENTRY;N;;RBC INVESTOR SERVICES BANK S.A.;;;0;EUR;0;0;0;0;0;0;580000;;0;;0;0;0;0;0;FETALULL;;
15224;19052Z5908260COLIN;CHALLENGE INT BOND FD COLLATERAL;17/05/2017;18/05/2017;;015224EE00019000;SWBC 4424542-3343970;EE;CASH DIRECT ENTRY;N;;RBC INVESTOR SERVICES BANK S.A.;;;0;EUR;0;0;0;0;0;0;1090000;;0;;0;0;0;0;0;FETALULL;;
19643;15156Z5908260COLIN;COUPON STRATEGY COLLECT-COLLAT-MSI;18/05/2017;18/05/2017;;019643EE00008000;SWBC 4425628-3344964;EE;CASH DIRECT ENTRY;N;;MORGAN STANLEY AND CO. INTL PLC;;;0;EUR;0;0;0;0;0;0;140000;;0;;0;0;0;0;0;MSLNGB2X;;
19641;15156Z5908260COLIN;COUPON STRATEGY COLLECT-COLLAT-JPM;18/05/2017;18/05/2017;;019641SE00001000;SWBC 4425376-3344680;SE;CASH WITHDRAWAL;N;;JPMORGAN CHASE BANK N.A.;;;0;EUR;0;0;0;0;0;0;-690000;;0;;0;0;0;0;0;CHASGB2L;;
19795;19044Z5908260COLIN;CH SOLIDITY & RETURN FUND-COLL-MLI;17/05/2017;18/05/2017;;019795EE00010000;SWBC 4424566-3343974;EE;CASH DIRECT ENTRY;N;;MERRILL LYNCH INTERNATIONAL;;;0;EUR;0;0;0;0;0;0;330000;;0;;0;0;0;0;0;MLILGB3L;;
19652;15266Z5908260COLIN;NEW OPP COLLECT - COLL - MSI;17/05/2017;17/05/2017;;019652EE00001000;SWBC 4424574-3343976;EE;CASH DIRECT ENTRY;N;;MORGAN STANLEY AND CO. INTL PLC;;;0;EUR;0;0;0;0;0;0;140000;;0;;0;0;0;0;0;MSLNGB2X;;
19793;19044Z5908260COLIN;CH SOLIDITY & RETURN FUND-COLL-GSI;17/05/2017;18/05/2017;;019793EE00012000;SWBC 4424556-3343973;EE;CASH DIRECT ENTRY;N;;GOLDMAN SACHS INTERNATIONAL;;;0;EUR;0;0;0;0;0;0;740000;;0;;0;0;0;0;0;GSILGB2X;;
19649;15266Z5908260COLIN;NEW OPP COLLECT - COLL - GSI;18/05/2017;18/05/2017;;015089TP00216000;APRIL INTEREST;TP;CASH TRANSFER BETWEEN PORTFOLIOS;N;;GOLDMAN SACHS INTERNATIONAL;;;0;EUR;0;0;0;0;0;0;3.31;;0;;0;0;0;0;0;GSILGB2X;;
19651;15266Z5908260COLIN;NEW OPP COLLECT - COLL - MLI;18/05/2017;18/05/2017;;015089TP00217000;APRIL INTEREST;TP;CASH TRANSFER BETWEEN PORTFOLIOS;N;;MERRILL LYNCH INTERNATIONAL;;;0;EUR;0;0;0;0;0;0;78.33;;0;;0;0;0;0;0;MLILGB3L;;
17993;17634Z5908260COLIN;EQUILIBRIUM COLLATERAL;18/05/2017;18/05/2017;;017992TP00268000;APRIL INTEREST;TP;CASH TRANSFER BETWEEN PORTFOLIOS;N;;;;;0;EUR;0;0;0;0;0;0;43.14;;0;;0;0;0;0;0;;;
19679;17634Z5908260COLIN;EQUILIBRIUM - COLLATERAL - MSI;18/05/2017;18/05/2017;;017992TP00270000;APRIL INTEREST;TP;CASH TRANSFER BETWEEN PORTFOLIOS;N;;MORGAN STANLEY AND CO. INTL PLC;;;0;EUR;0;0;0;0;0;0;83.28;;0;;0;0;0;0;0;MSLNGB2X;;
16457;16330Z5908260COLIN;SOCIALLY RESPONSIBLE COLLECTION COL;18/05/2017;18/05/2017;;016453TP00066000;APRIL INTEREST;TP;CASH TRANSFER BETWEEN PORTFOLIOS;N;;;;;0;EUR;0;0;0;0;0;0;24.46;;0;;0;0;0;0;0;;;
19061;18437Z5908260COLIN;MEDIOLANUM FIDELITY ASIAN COUPONSELECTION COLLATERAL A/C;18/05/2017;18/05/2017;;019078TP00078000;APRIL INTEREST;TP;CASH TRANSFER BETWEEN PORTFOLIOS;N;;;;;0;EUR;0;0;0;0;0;0;51.8;;0;;0;0;0;0;0;;;
19066;18439Z5908260COLIN;US COUPON STRATEGY COLLECTIONCOLLATERAL A/C;18/05/2017;18/05/2017;;019070TP00077000;APRIL INTEREST;TP;CASH TRANSFER BETWEEN PORTFOLIOS;N;;;;;0;EUR;0;0;0;0;0;0;59.03;;0;;0;0;0;0;0;;;
19071;18438Z5908260COLIN;EUROPEAN COUPON STRATEGY COLLECTIONCOLLATERAL A/C;18/05/2017;18/05/2017;;019073TP00067000;APRIL INTEREST;TP;CASH TRANSFER BETWEEN PORTFOLIOS;N;;;;;0;EUR;0;0;0;0;0;0;11.56;;0;;0;0;0;0;0;;;
15216;15163Z5908260COLIN;DYNAMIC COLLECTION COLLATERAL;18/05/2017;18/05/2017;;002349TPA0349000;APRIL INTEREST;TP;CASH TRANSFER BETWEEN PORTFOLIOS;N;;RBC INVESTOR SERVICES BANK S.A.;;;0;EUR;0;0;0;0;0;0;25.45;;0;;0;0;0;0;0;FETALULL;;
15211;15162Z5908260COLIN;EQUITY POWER COUPON COLLECT COLLAT;18/05/2017;18/05/2017;;002350TPA0617000;APRIL INTEREST;TP;CASH TRANSFER BETWEEN PORTFOLIOS;N;;RBC INVESTOR SERVICES BANK S.A.;;;0;EUR;0;0;0;0;0;0;77.14;;0;;0;0;0;0;0;FETALULL;;
15210;15167Z5908260COLIN;GLOBAL HIGH YIELD COLLATERAL;18/05/2017;18/05/2017;;004191TPA1395000;APRIL INTEREST;TP;CASH TRANSFER BETWEEN PORTFOLIOS;N;;RBC INVESTOR SERVICES BANK S.A.;;;0;EUR;0;0;0;0;0;0;1707.59;;0;;0;0;0;0;0;FETALULL;;
19542;15167Z5908260COLIN;GLOBAL HIGH YIELD FUND-COLLAT-JPM;18/05/2017;18/05/2017;;004191TPA1396000;APRIL INTEREST;TP;CASH TRANSFER BETWEEN PORTFOLIOS;N;;JPMORGAN CHASE BANK N.A.;;;0;EUR;0;0;0;0;0;0;639.86;;0;;0;0;0;0;0;CHASGB2L;;
19544;15167Z5908260COLIN;GLOBAL HIGH YIELD FUND-COLLAT-MSI;18/05/2017;18/05/2017;;004191TPA1397000;APRIL INTEREST;TP;CASH TRANSFER BETWEEN PORTFOLIOS;N;;MORGAN STANLEY AND CO. INTL PLC;;;0;EUR;0;0;0;0;0;0;27.56;;0;;0;0;0;0;0;MSLNGB2X;;
15215;15164Z5908260COLIN;GLOBAL TECH COLLECTION COLLATERAL;18/05/2017;18/05/2017;;004192TPA0437000;APRIL INTEREST;TP;CASH TRANSFER BETWEEN PORTFOLIOS;N;;RBC INVESTOR SERVICES BANK S.A.;;;0;EUR;0;0;0;0;0;0;25.78;;0;;0;0;0;0;0;FETALULL;;
15209;15158Z5908260COLIN;PREMIUM COUPON COLLECTION COLATERAL;18/05/2017;18/05/2017;;012316TP00412000;APRIL INTEREST;TP;CASH TRANSFER BETWEEN PORTFOLIOS;N;;RBC INVESTOR SERVICES BANK S.A.;;;0;EUR;0;0;0;0;0;0;47.59;;0;;0;0;0;0;0;FETALULL;;
19795;19044Z5908260COLIN;CH SOLIDITY & RETURN FUND-COLL-MLI;18/05/2017;18/05/2017;;011156TP00356000;APRIL INTEREST;TP;CASH TRANSFER BETWEEN PORTFOLIOS;N;;MERRILL LYNCH INTERNATIONAL;;;0;EUR;0;0;0;0;0;0;133.96;;0;;0;0;0;0;0;MLILGB3L;;
19793;19044Z5908260COLIN;CH SOLIDITY & RETURN FUND-COLL-GSI;18/05/2017;18/05/2017;;011156TP00357000;APRIL INTEREST;TP;CASH TRANSFER BETWEEN PORTFOLIOS;N;;GOLDMAN SACHS INTERNATIONAL;;;0;EUR;0;0;0;0;0;0;44.56;;0;;0;0;0;0;0;GSILGB2X;;
15220;15157Z5908260COLIN;MEDIO DWS MEGATREND SLTN COLLATERAL;18/05/2017;18/05/2017;;014015TP00324000;APRIL INTEREST;TP;CASH TRANSFER BETWEEN PORTFOLIOS;N;;RBC INVESTOR SERVICES BANK S.A.;;;0;EUR;0;0;0;0;0;0;56.36;;0;;0;0;0;0;0;FETALULL;;
14018;13883Z5970552COLOUT;MEDIO PIMCO INFLATION STRAT SLTN;18/05/2017;19/05/2017;;014018TP00604000;SWCC 000700700012821;TP;CASH TRANSFER BETWEEN PORTFOLIOS;N;;CITIBANK NA;;;0;EUR;0;0;0;0;0;0;280000;;0;;0;0;0;0;0;CITIGB2L;;
15221;15156Z5908260COLIN;COUPON STRAT COLLECTION COLLATERAL;18/05/2017;18/05/2017;;014814TP00770000;APRIL INTEREST;TP;CASH TRANSFER BETWEEN PORTFOLIOS;N;;RBC INVESTOR SERVICES BANK S.A.;;;0;EUR;0;0;0;0;0;0;1496.34;;0;;0;0;0;0;0;FETALULL;;
19641;15156Z5908260COLIN;COUPON STRATEGY COLLECT-COLLAT-JPM;18/05/2017;18/05/2017;;014814TP00771000;APRIL INTEREST;TP;CASH TRANSFER BETWEEN PORTFOLIOS;N;;JPMORGAN CHASE BANK N.A.;;;0;EUR;0;0;0;0;0;0;62.89;;0;;0;0;0;0;0;CHASGB2L;;
19642;15156Z5908260COLIN;COUPON STRATEGY COLLECT-COLLAT-MLI;18/05/2017;18/05/2017;;014814TP00772000;APRIL INTEREST;TP;CASH TRANSFER BETWEEN PORTFOLIOS;N;;MERRILL LYNCH INTERNATIONAL;;;0;EUR;0;0;0;0;0;0;42.47;;0;;0;0;0;0;0;MLILGB3L;;
19643;15156Z5908260COLIN;COUPON STRATEGY COLLECT-COLLAT-MSI;18/05/2017;18/05/2017;;014814TP00773000;APRIL INTEREST;TP;CASH TRANSFER BETWEEN PORTFOLIOS;N;;MORGAN STANLEY AND CO. INTL PLC;;;0;EUR;0;0;0;0;0;0;36.66;;0;;0;0;0;0;0;MSLNGB2X;;
15217;15161Z5908260COLIN;MED BLACKROCK GLBL SLTN COLLATERAL;18/05/2017;18/05/2017;;011556TP00624000;APRIL INTEREST;TP;CASH TRANSFER BETWEEN PORTFOLIOS;N;;RBC INVESTOR SERVICES BANK S.A.;;;0;EUR;0;0;0;0;0;0;95.28;;0;;0;0;0;0;0;FETALULL;;
15218;15160Z5908260COLIN;MED JP MORGAN GLBL SLTN COLLATERAL;18/05/2017;18/05/2017;;011559TP00782000;APRIL INTEREST;TP;CASH TRANSFER BETWEEN PORTFOLIOS;N;;RBC INVESTOR SERVICES BANK S.A.;;;0;EUR;0;0;0;0;0;0;96.29;;0;;0;0;0;0;0;FETALULL;;
